Wavelength_nm,LED365,LED385wide,LED430,LED480,LED535,LED568wide,LED600,LED635,LED680,LED700,LED740,LED765,QE
369.1,0.656895762,0.519060814,0.018212426,0.010379254,0,0,0,0,0,0,0,0,0.177854554
369.2,0.648601482,0.523273072,0.018756968,0.010367716,0,0,0,0,0,0,0,0,0.177846799
369.3,0.640376109,0.52748132,0.019308495,0.010356016,0,0,0,0,0,0,0,0,0.177839002
369.4,0.632202249,0.531685377,0.019866991,0.010344159,0,0,0,0,0,0,0,0,0.177831164
369.5,0.62406251,0.53588506,0.020432439,0.010332152,0,0,0,0,0,0,0,0,0.177823286
369.6,0.615788615,0.540080187,0.021004824,0.01032,0,0,0,0,0,0,0,0,0.177815368
369.7,0.607370768,0.544270575,0.02158413,0.010307709,0,0,0,0,0,0,0,0,0.177807412
369.8,0.598958316,0.548456043,0.022170339,0.010295285,0,0,0,0,0,0,0,0,0.177799419
369.9,0.590549859,0.552636408,0.022763436,0.010282734,0,0,0,0,0,0,0,0,0.17779139
370,0.582143994,0.556811489,0.023363405,0.010270062,0,0,0,0,0,0,0,0,0.177783326
370.1,0.57373932,0.560981101,0.023970229,0.010257273,0,0,0,0,0,0,0,0,0.177775227
370.2,0.565334436,0.565145065,0.024583893,0.010244375,0,0,0,0,0,0,0,0,0.177767096
370.3,0.55692794,0.569303197,0.025204379,0.010231372,0,0,0,0,0,0,0,0,0.177758932
370.4,0.548518431,0.573455314,0.025831673,0.010218272,0,0,0,0,0,0,0,0,0.177750737
370.5,0.540104508,0.577601236,0.026465757,0.010205078,0,0,0,0,0,0,0,0,0.177742513
370.6,0.531684769,0.581740779,0.027106615,0.010191798,0,0,0,0,0,0,0,0,0.177734259
370.7,0.522898722,0.585873761,0.027754232,0.010178437,0,0,0,0,0,0,0,0,0.177725977
370.8,0.514033641,0.59,0.028408591,0.010165,0,0,0,0,0,0,0,0,0.177717668
370.9,0.50520235,0.594119314,0.029069676,0.010151494,0,0,0,0,0,0,0,0,0.177709334
371,0.496427345,0.598231521,0.029737471,0.010137924,0,0,0,0,0,0,0,0,0.177700974
371.1,0.487731123,0.602336438,0.030411959,0.010124297,0,0,0,0,0,0,0,0,0.17769259
371.2,0.479136178,0.606433882,0.031093124,0.010110617,0,0,0,0,0,0,0,0,0.177684184
371.3,0.470665006,0.610523673,0.031780951,0.010096891,0,0,0,0,0,0,0,0,0.177675755
371.4,0.462340102,0.614605628,0.032475422,0.010083125,0,0,0,0,0,0,0,0,0.177667306
371.5,0.454183962,0.618679563,0.033176522,0.010069324,0,0,0,0,0,0,0,0,0.177658837
371.6,0.446219081,0.622745298,0.033884235,0.010055494,0,0,0,0,0,0,0,0,0.177650349
371.7,0.438679256,0.62680265,0.034598544,0.010041641,0,0,0,0,0,0,0,0,0.177641843
371.8,0.432223798,0.630851436,0.035319433,0.01002777,0,0,0,0,0,0,0,0,0.177633321
371.9,0.425996364,0.634891475,0.036046886,0.010013888,0,0,0,0,0,0,0,0,0.177624782
372,0.419970941,0.638922583,0.036780887,0.01,0,0,0,0,0,0,0,0,0.177616229
372.1,0.414121516,0.64294458,0.03752142,0.009986112,0,0,0,0,0,0,0,0,0.177607662
372.2,0.408422078,0.646957282,0.038268468,0.00997223,0,0,0,0,0,0,0,0,0.177599083
372.3,0.402846613,0.650960508,0.039022014,0.009958359,0,0,0,0,0,0,0,0,0.177590491
372.4,0.397369109,0.654954075,0.039782044,0.009944506,0,0,0,0,0,0,0,0,0.177581889
372.5,0.391963553,0.658937801,0.040548541,0.009930676,0,0,0,0,0,0,0,0,0.177573278
372.6,0.386603932,0.662911503,0.041321488,0.009916875,0,0,0,0,0,0,0,0,0.177564658
372.7,0.381264234,0.666875,0.04210087,0.009903109,0,0,0,0,0,0,0,0,0.17755603
372.8,0.375918446,0.670828109,0.04288667,0.009889383,0,0,0,0,0,0,0,0,0.177547395
372.9,0.370540556,0.674770648,0.043678872,0.009875703,0,0,0,0,0,0,0,0,0.177538755
373,0.364203141,0.678702435,0.044477459,0.009862076,0,0,0,0,0,0,0,0,0.17753011
